o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
303,36632,F,11083.1,1998-03-24,3-MEDIUM,Clerk#000000696,0,Lazy dog
304,72992,F,9460.18,1993-03-22,3-MEDIUM,Clerk#000000051,0,Standard order
305,4015,F,24892.73,1997-04-24,1-URGENT,Clerk#000000374,0,Check address
306,11094,O,24423.59,1997-08-29,3-MEDIUM,Clerk#000000812,0,Check address
307,18071,P,41811.85,1998-10-08,2-HIGH,Clerk#000000891,0,Lazy dog
308,35778,O,4430.87,1996-11-10,1-URGENT,Clerk#000000650,0,Check address
309,56959,P,31385.49,1994-10-29,4-NOT SPECIFIED,Clerk#000000745,0,Lazy dog
310,82075,P,49235.14,1996-06-05,4-NOT SPECIFIED,Clerk#000000276,0,Check address
311,10730,F,23569.77,1996-08-18,1-URGENT,Clerk#000000350,0,Check address
312,105865,O,36029.1,1996-03-21,4-NOT SPECIFIED,Clerk#000000279,0,Lorem ipsum
313,130859,P,49085.12,1992-02-04,4-NOT SPECIFIED,Clerk#000000364,0,Standard order
314,105511,P,35457.25,1995-05-28,3-MEDIUM,Clerk#000000147,0,Check address
315,54749,P,18241.55,1996-11-16,2-HIGH,Clerk#000000543,0,Deliver ASAP
316,5802,P,36188.57,1997-02-17,2-HIGH,Clerk#000000588,0,Deliver ASAP
317,29593,P,3653.4,1996-03-02,2-HIGH,Clerk#000000727,0,Deliver ASAP
318,10648,F,18791.19,1994-01-06,2-HIGH,Clerk#000000460,0,Lorem ipsum
319,139789,F,32531.35,1996-02-26,3-MEDIUM,Clerk#000000793,0,Standard order
320,110628,P,34209.02,1997-10-24,4-NOT SPECIFIED,Clerk#000000660,0,Lorem ipsum
321,70317,O,5032.41,1996-12-20,3-MEDIUM,Clerk#000000525,0,Deliver ASAP
322,2369,P,17924.48,1994-02-19,2-HIGH,Clerk#000000131,0,Check address
323,77576,O,10603.27,1995-01-27,4-NOT SPECIFIED,Clerk#000000539,0,Deliver ASAP
324,6656,P,2260.67,1998-08-05,2-HIGH,Clerk#000000194,0,Standard order
325,70032,F,6479.43,1994-05-08,3-MEDIUM,Clerk#000000134,0,Standard order
326,87923,F,17842.14,1998-02-25,2-HIGH,Clerk#000000374,0,Check address
327,124047,O,19190.21,1995-08-11,3-MEDIUM,Clerk#000000717,0,Lazy dog
328,144476,P,39268.61,1997-04-10,1-URGENT,Clerk#000000382,0,Quick fox
329,32098,P,4694.72,1992-12-18,4-NOT SPECIFIED,Clerk#000000584,0,Lorem ipsum
330,142039,F,17002.59,1998-08-22,2-HIGH,Clerk#000000137,0,Quick fox
331,124863,O,46491.09,1994-11-28,3-MEDIUM,Clerk#000000178,0,Standard order
332,118835,P,7661.69,1993-03-19,1-URGENT,Clerk#000000564,0,Lorem ipsum
333,93849,O,1307.69,1998-04-22,4-NOT SPECIFIED,Clerk#000000001,0,Lorem ipsum
334,52922,F,7938.62,1995-04-16,3-MEDIUM,Clerk#000000332,0,Standard order
335,126142,P,48153.62,1998-04-02,3-MEDIUM,Clerk#000000184,0,Deliver ASAP
336,22678,P,25537.28,1992-12-01,3-MEDIUM,Clerk#000000804,0,Check address
337,55610,O,32105.09,1994-09-07,1-URGENT,Clerk#000000534,0,Quick fox
338,31025,F,5035.16,1997-02-22,1-URGENT,Clerk#000000291,0,Check address
339,70314,F,21147.88,1996-05-26,2-HIGH,Clerk#000000280,0,Quick fox
340,127814,O,25721.43,1997-05-17,2-HIGH,Clerk#000000163,0,Quick fox
341,95286,F,24326.59,1997-07-01,1-URGENT,Clerk#000000562,0,Deliver ASAP
342,146411,F,43023.26,1996-09-10,3-MEDIUM,Clerk#000000617,0,Check address
343,113633,O,10227.4,1998-04-14,2-HIGH,Clerk#000000946,0,Lazy dog
344,3052,O,19779.44,1997-11-11,2-HIGH,Clerk#000000203,0,Standard order
345,114693,P,31702.84,1994-11-30,2-HIGH,Clerk#000000232,0,Standard order
346,87236,F,39713.86,1998-10-09,4-NOT SPECIFIED,Clerk#000000661,0,Check address
347,73524,F,25128.56,1997-03-31,3-MEDIUM,Clerk#000000348,0,Deliver ASAP
348,94477,P,34975.19,1998-11-13,2-HIGH,Clerk#000000753,0,Lorem ipsum
349,17020,O,2667.28,1993-01-14,4-NOT SPECIFIED,Clerk#000000281,0,Quick fox
350,83614,F,10869.99,1997-06-09,3-MEDIUM,Clerk#000000191,0,Deliver ASAP
351,86673,O,971.57,1994-11-21,1-URGENT,Clerk#000000756,0,Standard order
352,73848,F,34086.55,1996-07-22,4-NOT SPECIFIED,Clerk#000000342,0,Quick fox
353,82751,O,2659.1,1996-12-23,3-MEDIUM,Clerk#000000244,0,Lorem ipsum
354,28252,P,19208.03,1997-03-17,4-NOT SPECIFIED,Clerk#000000304,0,Check address
355,103482,F,6110.42,1993-09-12,1-URGENT,Clerk#000000839,0,Deliver ASAP
356,112567,P,941.21,1995-06-03,3-MEDIUM,Clerk#000000232,0,Check address
357,25946,O,38461.57,1993-03-15,2-HIGH,Clerk#000000319,0,Lazy dog
358,90853,F,38276.58,1992-04-05,4-NOT SPECIFIED,Clerk#000000793,0,Deliver ASAP
359,32218,P,678.43,1996-10-11,1-URGENT,Clerk#000000844,0,Lazy dog
360,8309,O,9414.75,1996-07-25,3-MEDIUM,Clerk#000000119,0,Deliver ASAP
361,5950,P,23341.67,1995-12-30,1-URGENT,Clerk#000000720,0,Lazy dog
362,132223,O,49707.59,1994-01-23,4-NOT SPECIFIED,Clerk#000000466,0,Lorem ipsum
363,100236,P,5881.54,1995-02-03,2-HIGH,Clerk#000000210,0,Lazy dog
364,74741,O,7872.33,1995-09-29,2-HIGH,Clerk#000000542,0,Deliver ASAP
365,116353,O,46554.81,1993-06-01,2-HIGH,Clerk#000000117,0,Lazy dog
366,66618,F,13776.06,1996-08-13,4-NOT SPECIFIED,Clerk#000000716,0,Deliver ASAP
367,16897,P,38981.61,1996-09-23,3-MEDIUM,Clerk#000000095,0,Check address
368,130799,F,4001.45,1993-05-05,3-MEDIUM,Clerk#000000839,0,Standard order
369,138878,P,34571.06,1998-09-19,1-URGENT,Clerk#000000247,0,Standard order
370,5238,F,26397.87,1994-07-25,2-HIGH,Clerk#000000857,0,Deliver ASAP
371,20057,P,18430.66,1998-10-13,1-URGENT,Clerk#000000148,0,Deliver ASAP
372,114549,O,35632.12,1992-02-08,4-NOT SPECIFIED,Clerk#000000147,0,Deliver ASAP
373,111489,F,35238.53,1997-06-04,4-NOT SPECIFIED,Clerk#000000124,0,Deliver ASAP
374,134416,P,23595.26,1992-02-29,1-URGENT,Clerk#000000068,0,Deliver ASAP
375,144573,P,46069.32,1994-11-29,4-NOT SPECIFIED,Clerk#000000888,0,Lorem ipsum
376,29376,F,25325.53,1998-05-17,2-HIGH,Clerk#000000344,0,Check address
377,140735,O,33272.6,1996-10-16,3-MEDIUM,Clerk#000000721,0,Lazy dog
378,16965,P,38763.15,1997-07-27,2-HIGH,Clerk#000000629,0,Quick fox
379,113430,P,29710.93,1997-11-26,2-HIGH,Clerk#000000009,0,Lazy dog
380,67216,O,10483.76,1997-04-28,4-NOT SPECIFIED,Clerk#000000971,0,Lorem ipsum
381,69043,O,5534.04,1993-09-06,4-NOT SPECIFIED,Clerk#000000644,0,Check address
382,144357,F,6598.41,1992-07-23,3-MEDIUM,Clerk#000000848,0,Quick fox
383,93469,O,11039.93,1994-06-24,4-NOT SPECIFIED,Clerk#000000358,0,Lorem ipsum
384,9436,F,15711.68,1997-02-01,4-NOT SPECIFIED,Clerk#000000363,0,Check address
385,78833,O,42142.26,1992-11-07,3-MEDIUM,Clerk#000000566,0,Check address
386,51294,P,17917.02,1995-06-01,4-NOT SPECIFIED,Clerk#000000114,0,Lorem ipsum
387,78782,O,6569.63,1992-08-29,1-URGENT,Clerk#000000146,0,Lorem ipsum
388,43920,O,9929.97,1994-05-28,4-NOT SPECIFIED,Clerk#000000336,0,Lazy dog
389,121173,O,29305.72,1995-02-26,2-HIGH,Clerk#000000463,0,Lorem ipsum
390,94759,O,17271.39,1995-01-16,2-HIGH,Clerk#000000934,0,Deliver ASAP
391,56574,O,19325.84,1996-06-18,4-NOT SPECIFIED,Clerk#000000815,0,Deliver ASAP
392,59102,F,17928.41,1995-10-12,3-MEDIUM,Clerk#000000128,0,Lazy dog
393,26647,F,24043.03,1995-09-09,1-URGENT,Clerk#000000958,0,Standard order
394,104186,F,27630.07,1992-12-26,3-MEDIUM,Clerk#000000844,0,Quick fox
395,23050,P,28518.71,1998-01-11,4-NOT SPECIFIED,Clerk#000000972,0,Check address
396,98117,F,28851.07,1993-07-05,1-URGENT,Clerk#000000884,0,Lorem ipsum
397,97380,P,6258.07,1995-07-13,1-URGENT,Clerk#000000025,0,Lorem ipsum
398,68386,P,39942.64,1996-06-08,1-URGENT,Clerk#000000827,0,Lazy dog
399,126132,P,4461.39,1993-07-24,1-URGENT,Clerk#000000657,0,Standard order
400,23290,F,14985.38,1997-08-17,4-NOT SPECIFIED,Clerk#000000424,0,Quick fox
401,110227,O,48242.75,1992-12-29,1-URGENT,Clerk#000000718,0,Check address
402,100794,F,49483.02,1993-11-30,2-HIGH,Clerk#000000258,0,Check address
403,9824,F,23434.86,1996-08-31,1-URGENT,Clerk#000000627,0,Deliver ASAP
404,41976,F,29701.95,1997-03-15,2-HIGH,Clerk#000000531,0,Lorem ipsum
405,9541,F,49582.59,1998-01-09,1-URGENT,Clerk#000000189,0,Lorem ipsum
406,16365,F,25254.69,1998-12-03,1-URGENT,Clerk#000000718,0,Standard order
407,135684,F,30671.33,1992-03-20,2-HIGH,Clerk#000000075,0,Lazy dog
408,27664,O,14253.48,1996-08-06,2-HIGH,Clerk#000000620,0,Check address
409,51992,F,25647.95,1998-01-15,4-NOT SPECIFIED,Clerk#000000055,0,Check address
410,104183,O,3388.76,1996-07-10,3-MEDIUM,Clerk#000000741,0,Check address
411,94705,P,42257.65,1992-01-12,4-NOT SPECIFIED,Clerk#000000944,0,Quick fox
412,49116,P,32330.73,1995-03-12,4-NOT SPECIFIED,Clerk#000000360,0,Lorem ipsum
413,91008,O,944.73,1997-10-08,4-NOT SPECIFIED,Clerk#000000045,0,Check address
414,149144,O,545.11,1993-02-17,4-NOT SPECIFIED,Clerk#000000348,0,Standard order
415,11939,P,40418.57,1993-07-23,4-NOT SPECIFIED,Clerk#000000258,0,Lazy dog
416,91681,F,46364.54,1997-09-28,4-NOT SPECIFIED,Clerk#000000675,0,Lorem ipsum
417,4001,F,18962.16,1994-08-31,3-MEDIUM,Clerk#000000680,0,Quick fox
418,101043,O,6962.54,1993-06-05,2-HIGH,Clerk#000000534,0,Deliver ASAP
419,93611,P,43146.93,1995-04-25,3-MEDIUM,Clerk#000000425,0,Standard order
420,103692,F,26259.69,1998-05-03,3-MEDIUM,Clerk#000000205,0,Check address
421,38305,O,8915.6,1992-02-07,2-HIGH,Clerk#000000879,0,Lazy dog
422,69450,P,49322.67,1992-09-03,1-URGENT,Clerk#000000109,0,Check address
423,82987,P,16138.76,1996-07-27,3-MEDIUM,Clerk#000000056,0,Lorem ipsum
424,108941,O,29330.2,1994-02-02,2-HIGH,Clerk#000000739,0,Lorem ipsum
425,38495,O,4877.5,1993-11-22,4-NOT SPECIFIED,Clerk#000000459,0,Lazy dog
426,3374,P,20619.77,1996-01-14,4-NOT SPECIFIED,Clerk#000000328,0,Deliver ASAP
427,143234,F,30102.68,1994-08-21,1-URGENT,Clerk#000000902,0,Quick fox
428,97533,P,48982.12,1995-11-21,3-MEDIUM,Clerk#000000030,0,Lorem ipsum
429,92659,F,21428.56,1997-08-30,1-URGENT,Clerk#000000073,0,Lorem ipsum
430,123634,P,7828.9,1998-06-10,2-HIGH,Clerk#000000769,0,Standard order
431,100387,F,27488.16,1992-03-31,3-MEDIUM,Clerk#000000086,0,Lorem ipsum
432,27351,P,17532.64,1997-01-27,2-HIGH,Clerk#000000944,0,Deliver ASAP
433,93009,O,31036.31,1993-06-16,4-NOT SPECIFIED,Clerk#000000485,0,Quick fox
434,94298,P,39187.64,1994-06-28,2-HIGH,Clerk#000000365,0,Lorem ipsum
435,25352,O,499.33,1998-12-17,2-HIGH,Clerk#000000980,0,Quick fox
436,88669,F,17585.54,1998-04-02,4-NOT SPECIFIED,Clerk#000000853,0,Standard order
437,114586,F,18150.82,1996-09-27,2-HIGH,Clerk#000000128,0,Lazy dog
438,146378,P,25608.14,1994-01-23,1-URGENT,Clerk#000000509,0,Lorem ipsum
439,75354,O,36741.02,1997-01-20,4-NOT SPECIFIED,Clerk#000000830,0,Deliver ASAP
440,65954,O,27113.63,1995-02-01,3-MEDIUM,Clerk#000000505,0,Deliver ASAP
441,57459,F,27500.61,1996-08-23,3-MEDIUM,Clerk#000000529,0,Quick fox
442,20359,P,29110.65,1995-01-16,4-NOT SPECIFIED,Clerk#000000284,0,Standard order
443,3268,O,30064.79,1994-10-14,4-NOT SPECIFIED,Clerk#000000956,0,Check address
444,82746,O,2828.68,1995-05-26,4-NOT SPECIFIED,Clerk#000000378,0,Lorem ipsum
445,89589,P,35895.41,1992-07-13,3-MEDIUM,Clerk#000000415,0,Quick fox
446,38514,O,6962.03,1995-06-16,4-NOT SPECIFIED,Clerk#000000198,0,Standard order
447,11339,F,7142.79,1998-02-16,1-URGENT,Clerk#000000524,0,Lorem ipsum
448,131485,F,37002.34,1998-06-23,3-MEDIUM,Clerk#000000582,0,Check address
449,7544,P,31088.37,1995-07-15,3-MEDIUM,Clerk#000000042,0,Lazy dog
450,105892,O,5933.45,1997-07-14,4-NOT SPECIFIED,Clerk#000000315,0,Check address
451,60693,F,45016.87,1994-04-20,3-MEDIUM,Clerk#000000331,0,Quick fox
452,44426,O,40105.7,1995-07-03,3-MEDIUM,Clerk#000000403,0,Deliver ASAP
453,38757,F,26953.15,1993-07-13,1-URGENT,Clerk#000000315,0,Quick fox
454,18889,F,25692.55,1995-11-23,3-MEDIUM,Clerk#000000097,0,Standard order
455,47296,F,33744.17,1996-01-19,1-URGENT,Clerk#000000845,0,Lorem ipsum
456,114353,O,14399.15,1994-04-18,2-HIGH,Clerk#000000407,0,Standard order
457,83043,F,34725.9,1996-04-26,4-NOT SPECIFIED,Clerk#000000121,0,Deliver ASAP
458,86000,P,40962.61,1997-12-02,1-URGENT,Clerk#000000032,0,Lorem ipsum
459,17956,P,4020.79,1997-07-17,1-URGENT,Clerk#000000480,0,Standard order
460,37842,O,5911.38,1998-10-21,3-MEDIUM,Clerk#000000400,0,Quick fox
461,70641,F,21880.79,1995-05-22,2-HIGH,Clerk#000000055,0,Standard order
462,138430,P,33774.67,1995-03-04,2-HIGH,Clerk#000000717,0,Check address
463,61477,P,16643.28,1995-10-21,4-NOT SPECIFIED,Clerk#000000778,0,Lazy dog
464,44812,F,20783.86,1998-03-21,2-HIGH,Clerk#000000482,0,Deliver ASAP
465,71181,O,21795.2,1994-11-02,2-HIGH,Clerk#000000797,0,Lorem ipsum
466,112857,O,21677.27,1995-08-29,4-NOT SPECIFIED,Clerk#000000811,0,Quick fox
467,68451,O,37365.71,1998-11-03,4-NOT SPECIFIED,Clerk#000000830,0,Check address
468,111889,O,17884.16,1998-02-26,1-URGENT,Clerk#000000749,0,Quick fox
469,110449,F,44969.74,1998-09-19,3-MEDIUM,Clerk#000000161,0,Check address
470,14398,O,11790.35,1998-12-23,1-URGENT,Clerk#000000669,0,Check address
471,131801,F,46598.02,1992-01-27,3-MEDIUM,Clerk#000000625,0,Check address
472,119181,F,6335.48,1992-07-03,4-NOT SPECIFIED,Clerk#000000377,0,Deliver ASAP
473,66235,F,26517.98,1998-05-13,4-NOT SPECIFIED,Clerk#000000309,0,Lorem ipsum
474,39955,O,11034.16,1996-01-25,3-MEDIUM,Clerk#000000301,0,Lazy dog
475,79460,O,41626.85,1996-04-27,2-HIGH,Clerk#000000210,0,Deliver ASAP
476,147852,F,44550.38,1996-03-08,3-MEDIUM,Clerk#000000592,0,Check address
477,59164,F,22292.84,1997-05-01,2-HIGH,Clerk#000000061,0,Lorem ipsum
478,51935,F,18562.63,1995-09-08,2-HIGH,Clerk#000000229,0,Check address
479,54099,F,2646.25,1995-12-07,3-MEDIUM,Clerk#000000557,0,Lorem ipsum
480,5487,F,22874.39,1994-11-30,3-MEDIUM,Clerk#000000786,0,Standard order
481,139408,P,118.17,1992-02-26,3-MEDIUM,Clerk#000000786,0,Lorem ipsum
482,86901,F,27481.59,1992-12-27,4-NOT SPECIFIED,Clerk#000000236,0,Lorem ipsum
483,126021,F,42926.01,1997-07-06,3-MEDIUM,Clerk#000000900,0,Lazy dog
484,102796,P,43824.52,1992-10-01,2-HIGH,Clerk#000000036,0,Lorem ipsum
485,142203,P,18795.03,1993-01-25,3-MEDIUM,Clerk#000000185,0,Standard order
486,87509,F,28685.5,1997-07-26,1-URGENT,Clerk#000000936,0,Quick fox
487,118325,F,16435.42,1994-04-19,3-MEDIUM,Clerk#000000857,0,Lorem ipsum
488,60567,O,46260.72,1998-11-12,4-NOT SPECIFIED,Clerk#000000408,0,Lorem ipsum
489,27193,P,32458.83,1992-09-06,1-URGENT,Clerk#000000314,0,Quick fox
490,1063,F,24238.86,1992-01-25,3-MEDIUM,Clerk#000000904,0,Lorem ipsum
491,84077,P,6154.77,1992-06-01,2-HIGH,Clerk#000000105,0,Lorem ipsum
492,89781,F,7105.6,1996-09-15,4-NOT SPECIFIED,Clerk#000000370,0,Deliver ASAP
493,21690,O,42887.04,1997-11-18,4-NOT SPECIFIED,Clerk#000000442,0,Check address
494,11175,P,5609.04,1993-11-19,1-URGENT,Clerk#000000665,0,Quick fox
495,88462,O,6835.56,1995-05-15,4-NOT SPECIFIED,Clerk#000000834,0,Standard order
496,126175,F,13483.66,1998-07-17,3-MEDIUM,Clerk#000000241,0,Deliver ASAP
497,103034,P,8542.49,1997-05-16,3-MEDIUM,Clerk#000000118,0,Lorem ipsum
498,9349,O,41197.25,1996-07-23,1-URGENT,Clerk#000000362,0,Lazy dog
499,38103,F,411.49,1995-09-30,2-HIGH,Clerk#000000929,0,Standard order
500,74461,O,42418.76,1997-11-25,2-HIGH,Clerk#000000608,0,Lorem ipsum
501,102635,O,21342.13,1996-10-09,3-MEDIUM,Clerk#000000538,0,Quick fox
502,89931,F,35930.9,1997-04-14,3-MEDIUM,Clerk#000000678,0,Deliver ASAP
503,6802,F,19319.61,1992-04-25,1-URGENT,Clerk#000000262,0,Quick fox
504,103151,P,45827.46,1996-11-06,3-MEDIUM,Clerk#000000512,0,Lorem ipsum
505,1543,O,12829.54,1998-12-28,3-MEDIUM,Clerk#000000559,0,Quick fox
506,21678,P,11118.98,1992-12-11,2-HIGH,Clerk#000000210,0,Standard order
507,39082,F,39472.65,1998-06-28,4-NOT SPECIFIED,Clerk#000000445,0,Check address
508,93106,F,557.6,1996-07-11,3-MEDIUM,Clerk#000000936,0,Standard order
509,19066,O,3004.93,1992-02-15,2-HIGH,Clerk#000000232,0,Lazy dog
510,88093,F,13189.93,1997-09-20,1-URGENT,Clerk#000000754,0,Check address
511,54694,O,39297.56,1998-12-16,1-URGENT,Clerk#000000455,0,Quick fox
512,26963,P,10378.51,1997-03-27,4-NOT SPECIFIED,Clerk#000000473,0,Lorem ipsum
513,28296,O,28809.39,1994-03-18,2-HIGH,Clerk#000000620,0,Deliver ASAP
514,13808,F,8389.14,1996-04-12,4-NOT SPECIFIED,Clerk#000000160,0,Check address
515,132397,P,46651.59,1993-02-14,3-MEDIUM,Clerk#000000251,0,Standard order
516,91268,P,15314.62,1995-10-29,2-HIGH,Clerk#000000020,0,Deliver ASAP
517,19871,O,4816.64,1992-06-20,4-NOT SPECIFIED,Clerk#000000533,0,Check address
518,26791,P,8506.96,1996-11-01,4-NOT SPECIFIED,Clerk#000000537,0,Lorem ipsum
519,118875,O,27346.02,1993-06-30,1-URGENT,Clerk#000000079,0,Check address
520,25290,P,9247.47,1996-08-05,1-URGENT,Clerk#000000234,0,Deliver ASAP
521,15486,F,37150.27,1998-06-06,3-MEDIUM,Clerk#000000873,0,Lazy dog
522,44483,F,15695.32,1994-07-05,2-HIGH,Clerk#000000111,0,Deliver ASAP
523,86189,F,8974.94,1994-06-15,3-MEDIUM,Clerk#000000084,0,Quick fox
524,4749,P,4822.92,1997-04-10,4-NOT SPECIFIED,Clerk#000000204,0,Quick fox
525,140508,F,14378.42,1997-06-13,2-HIGH,Clerk#000000250,0,Lorem ipsum
526,3710,F,47520.43,1997-06-07,1-URGENT,Clerk#000000983,0,Quick fox
527,123962,F,2642.04,1992-01-21,1-URGENT,Clerk#000000294,0,Standard order
528,30356,P,47744.98,1993-06-25,4-NOT SPECIFIED,Clerk#000000484,0,Deliver ASAP
529,144189,P,37226.71,1992-03-29,1-URGENT,Clerk#000000287,0,Lazy dog
530,42919,F,29281.69,1996-05-04,1-URGENT,Clerk#000000042,0,Quick fox
531,52225,F,24440.77,1992-02-02,4-NOT SPECIFIED,Clerk#000000334,0,Check address
532,39299,F,7197.74,1997-04-30,1-URGENT,Clerk#000000908,0,Lazy dog
533,80220,P,1960.26,1997-06-16,1-URGENT,Clerk#000000810,0,Standard order
534,61630,F,31222.17,1993-10-14,4-NOT SPECIFIED,Clerk#000000326,0,Deliver ASAP
535,66041,O,12003.7,1995-12-12,4-NOT SPECIFIED,Clerk#000000533,0,Deliver ASAP
536,28017,F,26557.3,1994-02-07,3-MEDIUM,Clerk#000000865,0,Lazy dog
537,23961,O,22103.87,1997-04-17,1-URGENT,Clerk#000000092,0,Check address
538,33592,P,38029.11,1997-11-16,4-NOT SPECIFIED,Clerk#000000473,0,Lorem ipsum
539,103334,P,13517.22,1992-10-25,1-URGENT,Clerk#000000680,0,Lorem ipsum
540,114822,O,6375.21,1994-04-17,3-MEDIUM,Clerk#000000344,0,Deliver ASAP
541,36396,P,30456.94,1994-11-29,4-NOT SPECIFIED,Clerk#000000287,0,Deliver ASAP
542,129696,O,41927.83,1992-01-25,2-HIGH,Clerk#000000095,0,Deliver ASAP
543,34621,O,45892.04,1997-05-11,3-MEDIUM,Clerk#000000496,0,Lorem ipsum
544,128149,F,46243.1,1992-10-17,1-URGENT,Clerk#000000214,0,Quick fox
545,20560,F,1768.71,1997-07-24,4-NOT SPECIFIED,Clerk#000000717,0,Check address
546,93397,P,9474.75,1998-02-15,2-HIGH,Clerk#000000339,0,Check address
547,21733,F,37514.33,1998-11-03,2-HIGH,Clerk#000000178,0,Deliver ASAP
548,91363,P,35231.63,1992-06-27,3-MEDIUM,Clerk#000000097,0,Check address
549,13844,P,29125.97,1997-08-29,2-HIGH,Clerk#000000957,0,Lorem ipsum
550,114066,P,18469.89,1998-07-29,1-URGENT,Clerk#000000246,0,Deliver ASAP
551,71727,P,15373.49,1992-11-24,4-NOT SPECIFIED,Clerk#000000628,0,Standard order
552,17641,O,4610.75,1992-09-22,1-URGENT,Clerk#000000808,0,Quick fox
553,52529,O,29358.62,1994-07-04,4-NOT SPECIFIED,Clerk#000000169,0,Quick fox
554,38414,F,10718.35,1998-01-06,1-URGENT,Clerk#000000922,0,Lazy dog
555,52639,P,44490.81,1995-12-14,1-URGENT,Clerk#000000590,0,Quick fox
556,110134,O,11281.15,1998-02-25,1-URGENT,Clerk#000000311,0,Deliver ASAP
557,106358,O,38453.6,1997-11-25,1-URGENT,Clerk#000000101,0,Standard order
558,138187,O,17481.92,1995-07-04,4-NOT SPECIFIED,Clerk#000000363,0,Quick fox
559,78860,P,40965.33,1998-04-15,4-NOT SPECIFIED,Clerk#000000753,0,Lazy dog
560,99658,O,36963.1,1996-03-25,1-URGENT,Clerk#000000374,0,Standard order
561,142048,F,1260.88,1994-01-14,3-MEDIUM,Clerk#000000696,0,Deliver ASAP
562,11024,P,32524.68,1993-07-07,2-HIGH,Clerk#000000455,0,Lazy dog
563,21448,F,28095.37,1995-12-29,3-MEDIUM,Clerk#000000903,0,Check address
564,125900,O,41115.62,1993-11-05,4-NOT SPECIFIED,Clerk#000000854,0,Lazy dog
565,23960,P,11735.24,1992-08-07,4-NOT SPECIFIED,Clerk#000000804,0,Lorem ipsum
566,66204,O,36517.09,1995-03-10,4-NOT SPECIFIED,Clerk#000000679,0,Lazy dog
567,119157,O,44335.75,1993-08-27,1-URGENT,Clerk#000000623,0,Lorem ipsum
568,9338,O,39162.51,1995-11-25,2-HIGH,Clerk#000000320,0,Check address
569,46428,F,46067.11,1997-02-02,1-URGENT,Clerk#000000874,0,Deliver ASAP
570,61530,P,15402.49,1995-09-08,3-MEDIUM,Clerk#000000664,0,Lorem ipsum
571,102024,P,21085.01,1998-10-25,2-HIGH,Clerk#000000525,0,Check address
572,84666,P,19666.01,1993-07-01,3-MEDIUM,Clerk#000000653,0,Deliver ASAP
573,105788,P,16996.38,1996-05-22,3-MEDIUM,Clerk#000000476,0,Quick fox
574,33308,F,7623.77,1996-07-18,3-MEDIUM,Clerk#000000766,0,Check address
575,127017,P,962.55,1995-07-26,3-MEDIUM,Clerk#000000938,0,Quick fox
576,4836,F,13226.91,1998-03-17,1-URGENT,Clerk#000000711,0,Check address
577,20160,P,49651.18,1992-05-02,3-MEDIUM,Clerk#000000697,0,Quick fox
578,121791,F,14772.29,1995-05-21,3-MEDIUM,Clerk#000000767,0,Lazy dog
579,105617,O,40212.92,1992-02-25,4-NOT SPECIFIED,Clerk#000000095,0,Deliver ASAP
580,78753,O,7544.93,1993-02-23,4-NOT SPECIFIED,Clerk#000000834,0,Check address
581,55285,F,27930.01,1997-04-25,2-HIGH,Clerk#000000270,0,Lorem ipsum
582,57044,F,5902.16,1997-11-15,3-MEDIUM,Clerk#000000469,0,Deliver ASAP
583,97008,F,33313.44,1997-05-31,3-MEDIUM,Clerk#000000791,0,Deliver ASAP
584,82845,F,5659.16,1996-08-13,2-HIGH,Clerk#000000690,0,Lorem ipsum
585,27533,P,14791.86,1993-10-26,3-MEDIUM,Clerk#000000542,0,Lazy dog
586,122403,P,6666.39,1992-08-29,2-HIGH,Clerk#000000468,0,Check address
587,118013,O,17913.74,1993-05-20,3-MEDIUM,Clerk#000000304,0,Lazy dog
588,136786,O,15828.6,1998-04-08,1-URGENT,Clerk#000000046,0,Lorem ipsum
589,56179,P,13648.01,1992-09-28,3-MEDIUM,Clerk#000000953,0,Lazy dog
590,49408,F,7514.49,1996-02-03,3-MEDIUM,Clerk#000000325,0,Standard order
591,50991,F,26055.13,1995-10-19,1-URGENT,Clerk#000000874,0,Check address
592,129474,F,10153.91,1994-01-23,3-MEDIUM,Clerk#000000832,0,Lazy dog
593,58142,P,41781.09,1996-01-05,4-NOT SPECIFIED,Clerk#000000463,0,Check address
594,56571,P,32898.57,1996-11-20,2-HIGH,Clerk#000000962,0,Lorem ipsum
595,1016,O,42808.69,1995-08-08,4-NOT SPECIFIED,Clerk#000000594,0,Standard order
596,61814,O,43046.88,1997-04-12,1-URGENT,Clerk#000000811,0,Lazy dog
597,27713,O,16781.9,1996-12-03,1-URGENT,Clerk#000000464,0,Check address
598,100498,P,3814.06,1995-03-09,3-MEDIUM,Clerk#000000971,0,Standard order
599,139488,P,12788.0,1996-03-09,3-MEDIUM,Clerk#000000767,0,Check address
600,112817,P,22087.52,1998-07-28,2-HIGH,Clerk#000000444,0,Check address
601,128779,F,47102.5,1996-07-18,3-MEDIUM,Clerk#000000173,0,Deliver ASAP
602,62293,O,22701.0,1994-04-08,3-MEDIUM,Clerk#000000350,0,Standard order
603,23834,O,47359.51,1996-07-02,2-HIGH,Clerk#000000521,0,Standard order
604,135231,O,38693.06,1998-08-13,2-HIGH,Clerk#000000967,0,Lazy dog
605,20310,F,23586.54,1992-04-26,3-MEDIUM,Clerk#000000419,0,Quick fox
606,6971,P,43392.03,1993-07-06,2-HIGH,Clerk#000000974,0,Lazy dog
